"","Approved Symbol","Protein_Name","Chromosome","Chromosome band","UniProt ID(supplied by UniProt)","arm"
"423","ADCK2","ADCK2","7","7q34","Q7Z695","q"
"424","ADCK5","ADCK5","8","8q24.3","Q3MIX3","q"
"425","ADCP1","ADCP1","6","6",NA,""
"426","ADCY1","ADCY1","7","7p12.3","Q08828","p"
"427","ADCY2","ADCY10","5","5p15.31","Q08462","p"
"428","ADCY3","ADCY10P1","2","2p23.3","O60266","p"
"429","ADCY4","ADCY2","14","14q12","Q8NFM4","q"
"430","ADCY5","ADCY3","3","3q21.1","O95622","q"
"431","ADCY6","ADCY4","12","12q13.12","O43306","q"
"432","ADCY7","ADCY5","16","16q12.1","P51828","q"
"433","ADCY8","ADCY6","8","8q24.22","P40145","q"
"434","ADCY9","ADCY7","16","16p13.3","O60503","p"
"435","ADCY10","ADCY8","1","1q24.2","Q96PN6","q"
"436","ADCY10P1","ADCY9","6","6p21.1",NA,"p"
"437","ADCYAP1","ADCYAP1","18","18p11.32","P18509","p"
"438","ADCYAP1R1","ADCYAP1R1","7","7p14.3","P41586","p"
"439","ADD1","ADD1","4","4p16.3","P35611","p"
"440","ADD2","ADD2","2","2p13.3","P35612","p"
"441","ADD3","ADD3","10","10q25.1-q25.2","Q9UEY8","q"
"442","ADD3-AS1","ADD3-AS1","10","10q25.1",NA,"q"
"443","ADFN","ADFN","X","Xq26.3-q27.1",NA,"q"
"444","ADGB","ADGB","6","6q24.3","Q8N7X0","q"
"445","ADGRA1","ADGRA1","10","10q26.3","Q86SQ6","q"
"446","ADGRA1-AS1","ADGRA1-AS1","10","10q26.3",NA,"q"
"447","ADGRA2","ADGRA2","8","8p11.23","Q96PE1","p"
"448","ADGRA3","GPR125","4","4p15.2","Q8IWK6","p"
"449","ADGRB1","ADGRB1","8","8q24.3","O14514","q"
"450","ADGRB2","ADGRB2","1","1p35.2","O60241","p"
"451","ADGRB3","ADGRB3","6","6q12-q13","O60242","q"
"452","ADGRD1","GPR133","12","12q24.33","Q6QNK2","q"
"453","ADGRD2","ADGRD2","9","9q33.3","Q7Z7M1","q"
"454","ADGRE1","ADGRE1","19","19p13.3-p13.2","Q14246","p"
"455","ADGRE2","ADGRE2","19","19p13.12","Q9UHX3","p"
"456","ADGRE3","ADGRE3","19","19p13.12","Q9BY15","p"
"457","ADGRE4P","ADGRE4P","19","19p13.2","Q86SQ3","p"
"458","ADGRE5","ADGRE5","19","19p13.12","P48960","p"
"459","ADGRF1","ADGRF1","6","6p12.3","Q5T601","p"
"460","ADGRF2","ADGRF2","6","6p12.3","Q8IZF7","p"
"461","ADGRF3","ADGRF3","2","2p23.3","Q8IZF5","p"
"462","ADGRF4","ADGRF4","6","6p12.3","Q8IZF3","p"
"463","ADGRF5","ADGRF5","6","6p12.3","Q8IZF2","p"
"464","ADGRF5P1","ADGRF5P1","9","9q13",NA,"q"
"465","ADGRF5P2","ADGRF5P2","9","9p11.1",NA,"p"
"466","ADGRG1","ADGRG1","16","16q21","Q9Y653","q"
"467","ADGRG2","ADGRG2","X","Xp22.13","Q8IZP9","p"
"468","ADGRG3","ADGRG3","16","16q21","Q86Y34","q"
"469","ADGRG4","ADGRG4","X","Xq26.3","Q8IZF6","q"
"470","ADGRG5","ADGRG5","16","16q21","Q8IZF4","q"
"471","ADGRG6","ADGRG6","6","6q24.2","Q86SQ4","q"
"472","ADGRG7","ADGRG7","3","3q12.2","Q96K78","q"
"473","ADGRL1","ADGRL1","19","19p13.12","O94910","p"
"474","ADGRL2","LPHN2","1","1p31.1","O95490","p"
"475","ADGRL3","ADGRL3","4","4q13.1","Q9HAR2","q"
"476","ADGRL3-AS1","ADGRL3-AS1","4","4q13.1",NA,"q"
"477","ADGRL4","ADGRL4","1","1p31.1","Q9HBW9","p"
"478","ADGRV1","ADGRV1","5","5q14.3","Q8WXG9","q"
"479","ADH1A","ADH1A","4","4q23","P07327","q"
"480","ADH1B","ADH1B","4","4q23","P00325","q"
"481","ADH1C","ADH1C","4","4q23","P00326","q"
"482","ADH4","ADH4","4","4q23","P08319","q"
"483","ADH5","ADH5","4","4q23","P11766","q"
"484","ADH5P2","ADH5P2","1","1p31.1",NA,"p"
"485","ADH5P3","ADH5P3","1","1q43",NA,"q"
"486","ADH5P4","ADH5P4","6","6q12",NA,"q"
"487","ADH6","ADH6","4","4q23","P28332","q"
"488","ADH7","ADH7","4","4q23","P40394","q"
"489","ADHFE1","ADHFE1","8","8q13.1","Q8IWW8","q"
"490","ADI1","ADI1","2","2p25.3","Q9BV57","p"
"491","ADI1P1","ADI1P1","20","20q12",NA,"q"
"492","ADI1P2","ADI1P2","8","8q22.3",NA,"q"
"493","ADI1P3","ADI1P3","12","12q13.11",NA,"q"
"494","ADIG","ADIG","20","20q11.23","Q0VDE8","q"
"495","ADIPOQ","ADIPOQ","3","3q27.3","Q15848","q"
"496","ADIPOQ-AS1","ADIPOQ-AS1","3","3q27.3",NA,"q"
"497","ADIPOR1","ADIPOR1","1","1q32.1","Q96A54","q"
"498","ADIPOR1P1","ADIPOR1P1","10","10p12.31",NA,"p"
"499","ADIPOR1P2","ADIPOR1P2","14","14q32.13",NA,"q"
"500","ADIPOR2","ADIPOR2","12","12p13.33","Q86V24","p"
"501","ADIRF","ADIRF","10","10q23.2","Q15847","q"
"502","ADIRF-AS1","ADIRF-AS1","10","10q23.2",NA,"q"
"503","ADK","ADK","10","10q22.2","P55263","q"
"504","ADM","ADM","11","11p15.4","P35318","p"
"505","ADM2","ADM2","22","22q13.33","Q7Z4H4","q"
"506","ADM5","ADM5","19","19q13.33","C9JUS6","q"
"507","ADNP","ADNP","20","20q13.13","Q9H2P0","q"
"508","ADNP-AS1","ADNP-AS1","20","20q13.13",NA,"q"
"509","ADNP2","ADNP2","18","18q23","Q6IQ32","q"
"510","ADO","ADO","10","10q21.3","Q96SZ5","q"
"511","ADORA1","ADORA1","1","1q32.1","P30542","q"
"512","ADORA2A","ADORA2A","22","22q11.23","P29274","q"
"513","ADORA2A-AS1","ADORA2A-AS1","22","22q11.23","P86434","q"
"514","ADORA2B","ADORA2B","17","17p12","P29275","p"
"515","ADORA2BP1","ADORA2BP1","1","1q32.2",NA,"q"
"516","ADORA3","ADORA3","1","1p13.2","P0DMS8","p"
"517","ADPGK","ADPGK","15","15q24.1","Q9BRR6","q"
"518","ADPGK-AS1","ADPGK-AS1","15","15q24.1",NA,"q"
"519","ADPRH","ADPRH","3","3q13.33","P54922","q"
"520","ADPRHL1","ADPRHL1","13","13q34","Q8NDY3","q"
"521","ADPRHL2","ADPRHL2","1","1p34.3","Q9NX46","p"
"522","ADPRM","ADPRM","17","17p13.1","Q3LIE5","p"
"523","ADRA1A","ADRA1A","8","8p21.2","P35348","p"
"524","ADRA1B","ADRA1B","5","5q33.3","P35368","q"
"525","ADRA1D","ADRA1D","20","20p13","P25100","p"
"526","ADRA2A","ADRA2A","10","10q25.2","P08913","q"
"527","ADRA2B","ADRA2B","2","2q11.2","P18089","q"
"528","ADRA2C","ADRA2C","4","4p16.3","P18825","p"
"529","ADRB1","ADRB1","10","10q25.3","P08588","q"
"530","ADRB2","ADRB2","5","5q32","P07550","q"
"531","ADRB3","ADRB3","8","8p11.23","P13945","p"
"532","ADRM1","ADRM1","20","20q13.33","Q16186","q"
"533","ADSL","ADSL","22","22q13.1","P30566","q"
"534","ADSS","ADSS","1","1q44","P30520","q"
"535","ADSSL1","ADSSL1","14","14q32.33","Q8N142","q"
"536","ADTRP","ADTRP","6","6p24.1","Q96IZ2","p"
"537","AEBP1","AEBP1","7","7p13","Q8IUX7","p"
"538","AEBP2","AEBP2","12","12p12.3","Q6ZN18","p"
"539","AEN","AEN","15","15q26.1","Q8WTP8","q"
"540","AES","AES","19","19p13.3","Q08117","p"
"541","AF8T","AF8T","3","3",NA,""
"542","AFA","AFA","reserved","reserved",NA,"d"
"543","AFAP1","AFAP1","4","4p16.1","Q8N556","p"
"544","AFAP1-AS1","AFAP1-AS1","4","4p16.1",NA,"p"
"545","AFAP1L1","AFAP1L1","5","5q32","Q8TED9","q"
"546","AFAP1L2","AFAP1L2","10","10q25.3","Q8N4X5","q"
"547","AFD1","AFD1","9","9q32",NA,"q"
"548","AFDN","MLLT4","6","6q27","P55196","q"
"549","AFDN-AS1","AFDN-AS1","6","6q27","Q9Y6Z5","q"
"550","AFF1","AFF1","4","4q21.3-q22.1","P51825","q"
"551","AFF2","AFF2","X","Xq28","P51816","q"
"552","AFF2-IT1","AFF2-IT1","X","Xq28",NA,"q"
"553","AFF3","AFF3","2","2q11.2","P51826","q"
"554","AFF4","AFF4","5","5q31.1","Q9UHB7","q"
"555","AFG1L","AFG1L","6","6q21","Q8WV93","q"
"556","AFG3L1P","AFG3L1P","16","16q24.3",NA,"q"
"557","AFG3L2","AFG3L2","18","18p11.21","Q9Y4W6","p"
"558","AFG3L2P1","AFG3L2P1","8","8p11.1",NA,"p"
"559","AFM","AFM","4","4q13.3","P43652","q"
"560","AFMID","AFMID","17","17q25.3","Q63HM1","q"
"561","AFP","AFP","4","4q13.3","P02771","q"
"562","AFTPH","AFTPH","2","2p14","Q6ULP2","p"
"563","AGA","AGA","4","4q34.3","P20933","q"
"564","AGAP1","AGAP1","2","2q37.2","Q9UPQ3","q"
"565","AGAP1-IT1","AGAP1-IT1","2","2q37.2",NA,"q"
"566","AGAP2","AGAP10P","12","12q14.1","Q99490","q"
"567","AGAP2-AS1","AGAP11","12","12q14.1",NA,"q"
"568","AGAP3","AGAP12P","7","7q36.1","Q96P47","q"
"569","AGAP4","AGAP13P","10","10q11.22","Q96P64","q"
"570","AGAP5","AGAP14","10","10q22.2","A6NIR3","q"
"571","AGAP6","AGAP2","10","10q11.23","Q5VW22","q"
"572","AGAP7P","AGAP2-AS1","10","10q11.22","Q5VUJ5","q"
"573","AGAP9","AGAP3","10","10q11.22","Q5VTM2","q"
"574","AGAP10P","AGAP4","10","10q11.22",NA,"q"
"575","AGAP11","AGAP5","10","10q23.2","Q8TF27","q"
"576","AGAP12P","AGAP6","10","10q11.22",NA,"q"
"577","AGAP13P","AGAP7P","10","10q11.22",NA,"q"
"578","AGAP14","AGAP9","10","10q11.22","A8MT82","q"
"579","AGBL1","AGBL1","15","15q25.3","Q96MI9","q"
"580","AGBL1-AS1","AGBL1-AS1","15","15q25.3",NA,"q"
"581","AGBL2","AGBL2","11","11p11.2","Q5U5Z8","p"
"582","AGBL3","AGBL3","7","7q33","Q8NEM8","q"
"583","AGBL4","AGBL4","1","1p33","Q5VU57","p"
"584","AGBL4-IT1","AGBL4-IT1","1","1p33",NA,"p"
"585","AGBL5","AGBL5","2","2p23.3","Q8NDL9","p"
"586","AGBL5-AS1","AGBL5-AS1","2","2p23.3",NA,"p"
"587","AGBL5-IT1","AGBL5-IT1","2","2p23.3",NA,"p"
"588","AGER","AGER","6","6p21.32","Q15109","p"
"589","AGFG1","AGFG1","2","2q36.3","P52594","q"
"590","AGFG2","AGFG2","7","7q22.1","O95081","q"
"591","AGGF1","AGGF1","5","5q13.3","Q8N302","q"
"592","AGGF1P1","AGGF1P1","4","4q35.2",NA,"q"
"593","AGGF1P2","AGGF1P10","10","10q26.3",NA,"q"
"594","AGGF1P3","AGGF1P2","3","3p12.3",NA,"p"
"595","AGGF1P4","AGGF1P3","16","16p11.1",NA,"p"
"596","AGGF1P5","AGGF1P4","16","16p11.1",NA,"p"
"597","AGGF1P6","AGGF1P5","16","16p11.1",NA,"p"
"598","AGGF1P7","AGGF1P6","16","16p11.1",NA,"p"
"599","AGGF1P8","AGGF1P7","16","16p11.2",NA,"p"
"600","AGGF1P9","AGGF1P8","16","16p11.1",NA,"p"
"601","AGGF1P10","AGGF1P9","20","20q11.1",NA,"q"
"602","AGK","AGK","7","7q34","Q53H12","q"
"603","AGKP1","AGKP1","Y","Yq11.221",NA,"q"
"604","AGL","AGL","1","1p21.2","P35573","p"
"605","AGMAT","AGMAT","1","1p36.21","Q9BSE5","p"
"606","AGMO","AGMO","7","7p21.2","Q6ZNB7","p"
"607","AGMX2","AGMX2","X","Xp22",NA,"p"
"608","AGO1","AGO1","1","1p34.3","Q9UL18","p"
"609","AGO2","AGO2","8","8q24.3","Q9UKV8","q"
"610","AGO3","AGO3","1","1p34.3","Q9H9G7","p"
"611","AGO4","AGO4","1","1p34.3","Q9HCK5","p"
"612","AGPAT1","AGPAT1","6","6p21.32","Q99943","p"
"613","AGPAT2","AGPAT2","9","9q34.3","O15120","q"
"614","AGPAT3","AGPAT3","21","21q22.3","Q9NRZ7","q"
"615","AGPAT4","AGPAT4","6","6q26","Q9NRZ5","q"
"616","AGPAT4-IT1","AGPAT4-IT1","6","6q26","Q9H0P7","q"
"617","AGPAT5","AGPAT5","8","8p23.1","Q9NUQ2","p"
"618","AGPAT5P1","AGPAT5P1","Y","Yp11.2",NA,"p"
"619","AGPS","AGPS","2","2q31.2","O00116","q"
"620","AGR2","AGR2","7","7p21.1","O95994","p"
"621","AGR3","AGR3","7","7p21.1","Q8TD06","p"
"622","AGRN","AGRN","1","1p36.33","O00468","p"
"623","AGRP","AGRP","16","16q22.1","O00253","q"
"624","AGT","AGT","1","1q42.2","P01019","q"
"625","AGTPBP1","AGTPBP1","9","9q21.33","Q9UPW5","q"
"626","AGTR1","AGTR1","3","3q24","P30556","q"
"627","AGTR2","AGTR2","X","Xq23","P50052","q"
"628","AGTRAP","AGTRAP","1","1p36.22","Q6RW13","p"
"629","AGXT","AGXT","2","2q37.3","P21549","q"
"630","AGXT2","AGXT2","5","5p13.2","Q9BYV1","p"
"631","AHCTF1","AHCTF1","1","1q44","Q8WYP5","q"
"632","AHCTF1P1","AHCTF1P1","2","2q24.2",NA,"q"
"633","AHCY","AHCY","20","20q11.22","P23526","q"
"634","AHCYL1","AHCYL1","1","1p13.3","O43865","p"
"635","AHCYL2","AHCYL2","7","7q32.1","Q96HN2","q"
"636","AHCYP1","AHCYP1","10","10q11.22",NA,"q"
"637","AHCYP2","AHCYP2","9","9q33.2",NA,"q"
"638","AHCYP3","AHCYP3","2","2q12.1",NA,"q"
"639","AHCYP4","AHCYP4","2","2q22.1",NA,"q"
"640","AHCYP5","AHCYP5","2","2q32.3",NA,"q"
"641","AHCYP6","AHCYP6","11","11q14.1",NA,"q"
"642","AHCYP7","AHCYP7","15","15q21.2",NA,"q"
"643","AHCYP8","AHCYP8","1","1q44",NA,"q"
"644","AHDC1","AHDC1","1","1p36.11-p35.3","Q5TGY3","p"
"645","AHI1","AHI1","6","6q23.3","Q8N157","q"
"646","AHNAK","AHNAK","11","11q12.3","Q09666","q"
"647","AHNAK2","AHNAK2","14","14q32.33","Q8IVF2","q"
"648","AHR","AHR","7","7p21.1","P35869","p"
"649","AHRR","AHRR","5","5p15.33","A9YTQ3","p"
"650","AHSA1","AHSA1","14","14q24.3","O95433","q"
"651","AHSA2","AHSA2","2","2p15","Q719I0","p"
"652","AHSG","AHSG","3","3q27.3","P02765","q"
"653","AHSP","AHSP","16","16p11.2","Q9NZD4","p"
"654","AIC","AIC","X","Xp22",NA,"p"
"655","AICDA","AICDA","12","12p13.31","Q9GZX7","p"
"656","AIDA","AIDA","1","1q41","Q96BJ3","q"
"657","AIF1","AIF1","6","6p21.33","P55008","p"
"658","AIF1L","AIF1L","9","9q34.12-q34.13","Q9BQI0","q"
"659","AIFM1","AIFM1","X","Xq26.1","O95831","q"
"660","AIFM1P1","AIFM1P1","10","10p12.31",NA,"p"
"661","AIFM2","AIFM2","10","10q22.1","Q9BRQ8","q"
"662","AIFM3","AIFM3","22","22q11.21","Q96NN9","q"
"663","AIG1","AIG1","6","6q24.2","Q9NVV5","q"
"664","AIG1P1","AIG1P1","5","5p13.1",NA,"p"
"665","AIH3","AIH3","X","Xq22-q28",NA,"q"
"666","AIM1","AIM1","6","6q21","Q9Y4K1","q"
"667","AIM1L","AIM1L","1","1p36.11","Q8N1P7","p"
"668","AIM2","AIM2","1","1q23.1-q23.2","O14862","q"
"669","AIMP1","AIMP1","4","4q24","Q12904","q"
"670","AIMP1P1","AIMP1P1","20","20p12.1",NA,"p"
"671","AIMP1P2","AIMP1P2","1","1q24.3",NA,"q"
"672","AIMP2","AIMP2","7","7p22.1","Q13155","p"
"673","AIP","AIP","11","11q13.2","O00170","q"
"674","AIPL1","AIPL1","17","17p13.2","Q9NZN9","p"
"675","AIRE","AIRE","21","21q22.3","O43918","q"
"676","AIRN","AIRN","6","6q25.3",NA,"q"
"677","AIS1","AIS1","1","1p33-p31",NA,"p"
"678","AIS2","AIS2","7","7q11.22",NA,"q"
"679","AIS3","AIS3","8","8",NA,""
"680","AJAP1","AJAP1","1","1p36.32","Q9UKB5","p"
"681","AJUBA","AJUBA","14","14q11.2","Q96IF1","q"
"682","AK1","AK1","9","9q34.11","P00568","q"
"683","AK2","AK2","1","1p35.1","P54819","p"
"684","AK2P1","AK2P1","1","1p32.1",NA,"p"
"685","AK2P2","AK2P2","2","2p22.3",NA,"p"
"686","AK3","AK3","9","9p24.1","Q9UIJ7","p"
"687","AK3P2","AK3P2","8","8q24.3",NA,"q"
"688","AK3P3","AK3P3","7","7p15.3",NA,"p"
"689","AK3P4","AK3P4","5","5q22.3",NA,"q"
"690","AK3P5","AK3P5","10","10p11.22",NA,"p"
"691","AK3P6","AK3P6","12","12q24.33",NA,"q"
"692","AK4","AK4","1","1p31.3","P27144","p"
"693","AK4P1","AK4P1","17","17q11.2",NA,"q"
"694","AK4P2","AK4P2","5","5q11.2",NA,"q"
"695","AK4P3","AK4P3","12","12p11.21",NA,"p"
"696","AK4P4","AK4P4","9","9p24.1",NA,"p"
"697","AK4P5","AK4P5","6","6q14.1",NA,"q"
"698","AK4P6","AK4P6","4","4q31.3",NA,"q"
"699","AK5","AK5","1","1p31.1","Q9Y6K8","p"
"700","AK6","AK6","5","5q13.2","Q9Y3D8","q"
"701","AK6P1","AK6P1","12","12p11.1",NA,"p"
"702","AK6P2","AK6P2","12","12q12",NA,"q"
"703","AK7","AK7","14","14q32.2","Q96M32","q"
"704","AK8","AK8","9","9q34.13","Q96MA6","q"
"705","AK9","AK9","6","6q21","Q5TCS8","q"
"706","AKAIN1","AKAIN1","18","18p11.31","P0CW23","p"
"707","AKAP1","AKAP1","17","17q22","Q92667","q"
"708","AKAP2","AKAP10","9","9q31.3","Q9Y2D5","q"
"709","AKAP3","AKAP11","12","12p13.32","O75969","p"
"710","AKAP4","AKAP12","X","Xp11.22","Q5JQC9","p"
"711","AKAP5","AKAP13","14","14q23.3","P24588","q"
"712","AKAP6","AKAP14","14","14q12","Q13023","q"
"713","AKAP7","AKAP17A","6","6q23.2","O43687, Q9P0M2","q"
"714","AKAP8","AKAP17BP","19","19p13.12","O43823","p"
"715","AKAP8L","AKAP2","19","19p13.12","Q9ULX6","p"
"716","AKAP8P1","AKAP3","9","9p23",NA,"p"
"717","AKAP9","AKAP4","7","7q21.2","Q99996","q"
"718","AKAP10","AKAP5","17","17p11.2","O43572","p"
"719","AKAP11","AKAP6","13","13q14.11","Q9UKA4","q"
"720","AKAP12","AKAP7","6","6q25.1","Q02952","q"
"721","AKAP13","AKAP8","15","15q25.3","Q12802","q"
"722","AKAP14","AKAP8L","X","Xq24","Q86UN6","q"
"723","AKAP17A","AKAP8P1","X","Xp22.33 and Yp11.32","Q02040","p"
"724","AKAP17BP","AKAP9","X","Xq24",NA,"q"
"725","AKIP1","AKIP1","11","11p15.4","Q9NQ31","p"
"726","AKIRIN1","AKIRIN1","1","1p34.3","Q9H9L7","p"
"727","AKIRIN1P1","AKIRIN1P1","12","12q21.31",NA,"q"
"728","AKIRIN1P2","AKIRIN1P2","X","Xq12",NA,"q"
"729","AKIRIN2","AKIRIN2","6","6q15","Q53H80","q"
"730","AKIRIN2P1","AKIRIN2P1","4","4q31.23",NA,"q"
"731","AKNA","AKNA","9","9q32","Q7Z591","q"
"732","AKNAD1","AKNAD1","1","1p13.3","Q5T1N1","p"
"733","AKR1A1","AKR1A1","1","1p34.1","P14550","p"
"734","AKR1B1","AKR1B1","7","7q33","P15121","q"
"735","AKR1B1P1","AKR1B10","1","1q42.12",NA,"q"
"736","AKR1B1P2","AKR1B10P1","3","3p12.3",NA,"p"
"737","AKR1B1P3","AKR1B10P2","11","11p15.2",NA,"p"
"738","AKR1B1P4","AKR1B15","13","13q14.13",NA,"q"
"739","AKR1B1P5","AKR1B1P1","14","14q23.1",NA,"q"
"740","AKR1B1P6","AKR1B1P2","18","18p11.22",NA,"p"
"741","AKR1B1P7","AKR1B1P3","19","19q13.11",NA,"q"
"742","AKR1B1P8","AKR1B1P4","X","Xq23",NA,"q"
"743","AKR1B10","AKR1B1P5","7","7q33","O60218","q"
"744","AKR1B10P1","AKR1B1P6","10","10q21.3",NA,"q"
"745","AKR1B10P2","AKR1B1P7","18","18q22.1",NA,"q"
"746","AKR1B15","AKR1B1P8","7","7q33","C9JRZ8","q"
"747","AKR1C1","AKR1C1","10","10p15.1","Q04828","p"
"748","AKR1C2","AKR1C2","10","10p15.1","P52895","p"
"749","AKR1C3","AKR1C3","10","10p15.1","P42330","p"
"750","AKR1C4","AKR1C4","10","10p15.1","P17516","p"
"751","AKR1C5P","AKR1C5P","10","10p15.1",NA,"p"
"752","AKR1C6P","AKR1C6P","10","10p15.1",NA,"p"
"753","AKR1C7P","AKR1C7P","10","10p15.1",NA,"p"
"754","AKR1C8P","AKR1C8P","10","10p15.1","Q5T2L2","p"
"755","AKR1D1","AKR1D1","7","7q33","P51857","q"
"756","AKR1D1P1","AKR1D1P1","1","1q24.2",NA,"q"
"757","AKR1E2","AKR1E2","10","10p15.1","Q96JD6","p"
"758","AKR7A2","AKR7A2","1","1p36.13","O43488","p"
"759","AKR7A2P1","AKR7A2P1","1","1p13.2",NA,"p"
"760","AKR7A3","AKR7A3","1","1p36.13","O95154","p"
"761","AKR7L","AKR7L","1","1p36.13","Q8NHP1","p"
"762","AKT1","AKT1","14","14q32.33","P31749","q"
"763","AKT1S1","AKT1S1","19","19q13.33","Q96B36","q"
"764","AKT2","AKT2","19","19q13.2","P31751","q"
"765","AKT3","AKT3","1","1q43-q44","Q9Y243","q"
"766","AKT3-IT1","AKT3-IT1","1","1q44",NA,"q"
"767","AKTIP","AKTIP","16","16q12.2","Q9H8T0","q"
"768","ALAD","ALAD","9","9q32","P13716","q"
"769","ALAS1","ALAS1","3","3p21.2","P13196","p"
"770","ALAS2","ALAS2","X","Xp11.21","P22557","p"
"771","ALB","ALB","4","4q13.3","P02768","q"
"772","ALCAM","ALCAM","3","3q13.11","Q13740","q"
"773","ALDH1A1","ALDH16A1","9","9q21.13","P00352","q"
"774","ALDH1A2","ALDH18A1","15","15q21.3","O94788","q"
"775","ALDH1A3","ALDH1A1","15","15q26.3","P47895","q"
"776","ALDH1B1","ALDH1A2","9","9p13.1","P30837","p"
"777","ALDH1L1","ALDH1A3","3","3q21.3","O75891","q"
"778","ALDH1L1-AS1","ALDH1B1","3","3q21.3",NA,"q"
"779","ALDH1L1-AS2","ALDH1L1","3","3q21.3",NA,"q"
"780","ALDH1L2","ALDH1L1-AS1","12","12q23.3","Q3SY69","q"
"781","ALDH2","ALDH1L1-AS2","12","12q24.12","P05091","q"
"782","ALDH3A1","ALDH1L2","17","17p11.2","P30838","p"
"783","ALDH3A2","ALDH2","17","17p11.2","P51648","p"
"784","ALDH3B1","ALDH3A1","11","11q13.2","P43353","q"
"785","ALDH3B2","ALDH3A2","11","11q13.2","P48448","q"
"786","ALDH4A1","ALDH3B1","1","1p36.13","P30038","p"
"787","ALDH5A1","ALDH3B2","6","6p22.3","P51649","p"
"788","ALDH6A1","ALDH4A1","14","14q24.3","Q02252","q"
"789","ALDH7A1","ALDH5A1","5","5q23.2","P49419","q"
"790","ALDH7A1P1","ALDH6A1","5","5q13.3",NA,"q"
"791","ALDH7A1P2","ALDH7A1","2","2q31.1",NA,"q"
"792","ALDH7A1P3","ALDH7A1P1","7","7q36.1",NA,"q"
"793","ALDH7A1P4","ALDH7A1P2","10","10q21.2",NA,"q"
"794","ALDH8A1","ALDH7A1P3","6","6q23.3","Q9H2A2","q"
"795","ALDH9A1","ALDH7A1P4","1","1q24.1","P49189","q"
"796","ALDH16A1","ALDH8A1","19","19q13.33","Q8IZ83","q"
"797","ALDH18A1","ALDH9A1","10","10q24.1","P54886","q"
"798","ALDOA","ALDOA","16","16p11.2","P04075","p"
"799","ALDOAP1","ALDOAP1","3","3p21.2",NA,"p"
"800","ALDOAP2","ALDOAP2","10","10q26.13",NA,"q"
"801","ALDOB","ALDOB","9","9q31.1","P05062","q"
"802","ALDOC","ALDOC","17","17q11.2","P09972","q"
"803","ALG1","ALG1","16","16p13.3","Q9BT22","p"
"804","ALG1L","ALG10","3","3q21.2","Q6GMV1","q"
"805","ALG1L2","ALG10B","3","3q22.1","C9J202","q"
"806","ALG1L3P","ALG11","4","4p16.1",NA,"p"
"807","ALG1L5P","ALG12","7","7p22.1",NA,"p"
"808","ALG1L6P","ALG13","3","3p12.3",NA,"p"
"809","ALG1L7P","ALG13-AS1","4","4p16.3",NA,"p"
"810","ALG1L8P","ALG14","11","11q13.2",NA,"q"
"811","ALG1L9P","ALG1L","11","11q13.4",NA,"q"
"812","ALG1L10P","ALG1L10P","12","12p13.31",NA,"p"
"813","ALG1L11P","ALG1L11P","8","8p23.1",NA,"p"
"814","ALG1L12P","ALG1L12P","8","8p23.1",NA,"p"
"815","ALG1L13P","ALG1L13P","8","8p23.1",NA,"p"
"816","ALG1L14P","ALG1L14P","4","4p16.1",NA,"p"
"817","ALG1L15P","ALG1L15P","3","3q25.31",NA,"q"
"818","ALG2","ALG1L2","9","9q22.33","Q9H553","q"
"819","ALG3","ALG1L3P","3","3q27.1","Q92685","q"
"820","ALG3P1","ALG1L5P","5","5p15.32",NA,"p"
"821","ALG5","ALG1L6P","13","13q13.3","Q9Y673","q"
"822","ALG6","ALG1L7P","1","1p31.3","Q9Y672","p"
"823","ALG8","ALG1L8P","11","11q14.1","Q9BVK2","q"
"824","ALG9","ALG1L9P","11","11q23.1","Q9H6U8","q"
"825","ALG9-IT1","ALG2","11","11q23.1",NA,"q"
"826","ALG10","ALG3","12","12p11.1","Q5BKT4","p"
"827","ALG10B","ALG3P1","12","12q12","Q5I7T1","q"
"828","ALG11","ALG5","13","13q14.3","Q2TAA5","q"
"829","ALG12","ALG6","22","22q13.33","Q9BV10","q"
"830","ALG13","ALG8","X","Xq23","Q9NP73","q"
"831","ALG13-AS1","ALG9","X","Xq23",NA,"q"
"832","ALG14","ALG9-IT1","1","1p21.3","Q96F25","p"
"833","ALK","ALK","2","2p23.2-p23.1","Q9UM73","p"
"834","ALKAL1","ALKAL1","8","8q11.23","Q6UXT8","q"
"835","ALKAL2","ALKAL2","2","2p25.3","Q6UX46","p"
"836","ALKBH1","ALKBH1","14","14q24.3","Q13686","q"
"837","ALKBH2","ALKBH2","12","12q24.11","Q6NS38","q"
"838","ALKBH3","ALKBH3","11","11p11.2","Q96Q83","p"
"839","ALKBH3-AS1","ALKBH3-AS1","11","11p11.2",NA,"p"
"840","ALKBH4","ALKBH4","7","7q22.1","Q9NXW9","q"
"841","ALKBH5","ALKBH5","17","17p11.2","Q6P6C2","p"
"842","ALKBH6","ALKBH6","19","19q13.12","Q3KRA9","q"
"843","ALKBH7","ALKBH7","19","19p13.3","Q9BT30","p"
"844","ALKBH8","ALKBH8","11","11q22.3","Q96BT7","q"
"845","ALLC","ALLC","2","2p25.3","Q8N6M5","p"
"846","ALMS1","ALMS1","2","2p13.1","Q8TCU4","p"
"847","ALMS1-IT1","ALMS1-IT1","2","2p13.1",NA,"p"
"848","ALMS1P1","ALMS1P1","2","2p13.1",NA,"p"
"849","ALOX5","ALOX12","10","10q11.21","P09917","q"
